comp0_NID	IW_ID	Ensemble	HUGO

5778	10418	ENSG00000143776	CDC42BPA

5779	10419	ENSG00000185896	LAMP1

5780	10422	ENSG00000115750	TAF1B

5781	10423	ENSG00000177479	ARIH2

5782	10426	ENSG00000022556	NLRP2

5783	10427	ENSG00000184117	NIPSNAP1

5784	10428	ENSG00000115363	FAM176A

5785	10429	ENSG00000100105	PATZ1

5786	10431	ENSG00000204273	HLA-DOB

5787	10433	ENSG00000155827	RNF20

5788	10435	ENSG00000180860	PGA3

5789	10436	ENSG00000184672	RALYL

5790	10437	ENSG00000158089	GALNT14

5791	10438	ENSG00000104325	DECR1

5792	10439	ENSG00000168434	COG7

5793	10440	ENSG00000114646	CSPG5

5794	10441	ENSG00000144893	MED12L

5795	10442	ENSG00000116016	EPAS1

5796	10449	ENSG00000156304	SFRS15

5797	10450	ENSG00000116903	EXOC8

5798	10451	ENSG00000198353	HOXC4

5799	10452	ENSG00000173402	DAG1

5800	10453	ENSG00000029725	RABEP1

5801	10454	ENSG00000114923	SLC4A3

5802	10457	ENSG00000170893	TRH

5803	10461	ENSG00000137824	FAM82A2

5804	10462	ENSG00000169040	PMCHL2

5805	10463	ENSG00000178096	BOLA1

5806	10464	ENSG00000104915	STX10

5807	10465	ENSG00000038274	MAT2B

5808	10466	ENSG00000102001	CACNA1F

5809	10468	ENSG00000176276	RAP1BL

5810	10471	ENSG00000099949	LZTR1

5811	10472	ENSG00000075461	CACNG4

5812	10473	ENSG00000111880	RNGTT

5813	10474	ENSG00000179036	VAMP2

5814	10479	ENSG00000198356	ASNA1

5815	10481	ENSG00000130844	ZNF331

5816	10482	ENSG00000198689	SLC9A6

5817	10483	ENSG00000104897	SF3A2

5818	10484	ENSG00000137875	BCL2L10

5819	10487	ENSG00000109576	AADAT

5820	10488	ENSG00000169900	PYDC1

5821	10490	ENSG00000129824	RPS4Y1

5822	10491	ENSG00000143556	S100A7

5823	10492	ENSG00000183762	KREMEN1

5824	10493	ENSG00000136536	MARCH7

5825	10496	ENSG00000158050	DUSP2

5826	10498	ENSG00000176095	IP6K1

5827	10499	ENSG00000169403	PTAFR

5828	10500	ENSG00000140396	NCOA2

5829	10501	ENSG00000131067	GGT7

5830	10503	ENSG00000180098	TRNAU1AP

5831	10504	ENSG00000132768	DPH2

5832	10506	ENSG00000108039	XPNPEP1

5833	10509	ENSG00000198885	ITPRIPL1

5834	10511	ENSG00000099942	CRKL

5835	10512	ENSG00000158406	HIST1H4H

5836	10513	ENSG00000203956	ENSG00000203956

5837	10514	ENSG00000177432	NAP1L5

5838	10515	ENSG00000169598	DFFB

5839	10516	ENSG00000163214	DHX57

5840	10517	ENSG00000143815	LBR

5841	10518	ENSG00000211762	ENSG00000211762

5842	10519	ENSG00000175216	CKAP5

5843	10520	ENSG00000131462	TUBG1

5844	10521	ENSG00000171403	KRT9

5845	10522	ENSG00000135074	ADAM19

5846	10524	ENSG00000167272	POP5

5847	10525	ENSG00000140983	RHOT2

5848	10526	ENSG00000176407	KCMF1

5849	10528	ENSG00000109680	TBC1D19

5850	10531	ENSG00000140835	CHST4

5851	10533	ENSG00000006194	ZNF263

5852	10534	ENSG00000173660	UQCRH

5853	10535	ENSG00000105954	NPVF

5854	10536	ENSG00000197155	ENSG00000197155

5855	10538	ENSG00000203942	C10orf62

5856	10542	ENSG00000130640	TUBGCP2

5857	10543	ENSG00000131697	NPHP4

5858	10545	ENSG00000147010	SH3KBP1

5859	10546	ENSG00000139133	ALG10

5860	10547	ENSG00000158042	MRPL17

5861	10548	ENSG00000178773	CPNE7

5862	10549	ENSG00000177917	ARL6IP6

5863	10550	ENSG00000160551	TAOK1

5864	10552	ENSG00000135363	LMO2

5865	10554	ENSG00000187837	HIST1H1C

5866	10556	ENSG00000136750	GAD2

5867	10557	ENSG00000170145	SIK2

5868	10558	ENSG00000079462	PAFAH1B3

5869	10561	ENSG00000159348	CYB5R1

5870	10563	ENSG00000137197	ENSG00000137197

5871	10565	ENSG00000120458	C11orf61

5872	10566	ENSG00000011132	APBA3

5873	10567	ENSG00000109943	CRTAM

5874	10568	ENSG00000072133	RPS6KA6

5875	10570	ENSG00000162591	MEGF6

5876	10571	ENSG00000134986	C5orf13

5877	10574	ENSG00000166819	PLIN

5878	10576	ENSG00000111536	IL26

5879	10577	ENSG00000023330	ALAS1

5880	10580	ENSG00000130208	APOC1

5881	10581	ENSG00000111783	RFX4

5882	10582	ENSG00000159197	KCNE2

5883	10584	ENSG00000102100	SLC35A2

5884	10585	ENSG00000118194	TNNT2

5885	10586	ENSG00000136715	SAP130

5886	10588	ENSG00000096467	ENSG00000096467

5887	10589	ENSG00000158373	HIST1H2BD

5888	10592	ENSG00000142669	SH3BGRL3

5889	10593	ENSG00000113249	HAVCR1

5890	10595	ENSG00000166881	TMEM194A

5891	10596	ENSG00000196586	MYO6

5892	10598	ENSG00000100271	TTLL1

5893	10599	ENSG00000206274	ENSG00000206274

5894	10601	ENSG00000170743	SYT9

5895	10602	ENSG00000070756	PABPC1

5896	10604	ENSG00000164171	ITGA2

5897	10605	ENSG00000003436	TFPI

5898	10606	ENSG00000150995	ITPR1

5899	10607	ENSG00000175110	MRPS22

5900	10611	ENSG00000101079	NDRG3

5901	10612	ENSG00000182901	RGS7

5902	10613	ENSG00000141446	ESCO1

5903	10614	ENSG00000130758	MAP3K10

5904	10616	ENSG00000198307	H2AFB2

5905	10620	ENSG00000068354	TBC1D25

5906	10621	ENSG00000206380	ENSG00000206380

5907	10622	ENSG00000131435	PDLIM4

5908	10623	ENSG00000150594	ADRA2A

5909	10624	ENSG00000136810	TXN

5910	10625	ENSG00000082014	SMARCD3

5911	10626	ENSG00000139372	TDG

5912	10629	ENSG00000089163	SIRT4

5913	10630	ENSG00000198873	GRK5

5914	10631	ENSG00000087502	ERGIC2

5915	10632	ENSG00000134438	RAX

5916	10635	ENSG00000157881	PANK4

5917	10636	ENSG00000149485	FADS1

5918	10639	ENSG00000153046	CDYL

5919	10640	ENSG00000076201	PTPN23

5920	10643	ENSG00000160991	ORAI2

5921	10644	ENSG00000150977	RILPL2

5922	10645	ENSG00000066468	FGFR2

5923	10646	ENSG00000197771	C10orf119

5924	10649	ENSG00000168488	ATXN2L

5925	10650	ENSG00000165819	METTL3

5926	10651	ENSG00000132693	CRP

5927	10652	ENSG00000101413	RPRD1B

5928	10654	ENSG00000185811	IKZF1

5929	10658	ENSG00000114124	GRK7

5930	10659	ENSG00000178473	UCN3

5931	10660	ENSG00000076242	MLH1

5932	10661	ENSG00000215114	UBXN2B

5933	10662	ENSG00000178726	THBD

5934	10666	ENSG00000188170	HBD

5935	10667	ENSG00000214274	ANG

5936	10669	ENSG00000157625	MAP3K7IP3

5937	10672	ENSG00000160868	CYP3A4

5938	10673	ENSG00000213390	ARHGAP19

5939	10674	ENSG00000116750	UCHL5

5940	10675	ENSG00000086848	ALG9

5941	10676	ENSG00000085982	USP40

5942	10679	ENSG00000105996	HOXA2

5943	10681	ENSG00000189159	HN1

5944	10682	ENSG00000156876	SASS6

5945	10683	ENSG00000137642	SORL1

5946	10685	ENSG00000106992	AK1

5947	10686	ENSG00000211959	IGHV4-39

5948	10688	ENSG00000114978	MOBKL1B

5949	10693	ENSG00000130479	MAP1S

5950	10697	ENSG00000170412	GPRC5C

5951	10702	ENSG00000204388	HSPA1B

5952	10704	ENSG00000103449	SALL1

5953	10706	ENSG00000144230	GPR17

5954	10710	ENSG00000005513	SOX8

5955	10711	ENSG00000151914	DST

5956	10713	ENSG00000116641	DOCK7

5957	10714	ENSG00000183671	GPR1

5958	10718	ENSG00000065911	MTHFD2

5959	10720	ENSG00000115107	STEAP3

5960	10721	ENSG00000128039	SRD5A3

5961	10722	ENSG00000197273	GUCA2A

5962	10724	ENSG00000146047	HIST1H2BA

5963	10725	ENSG00000165410	CFL2

5964	10726	ENSG00000012223	LTF

5965	10727	ENSG00000145936	KCNMB1

5966	10728	ENSG00000083223	ZCCHC6

5967	10730	ENSG00000169519	METT5D1

5968	10731	ENSG00000110851	PRDM4

5969	10732	ENSG00000116489	CAPZA1

5970	10733	ENSG00000183354	KIAA2026

5971	10734	ENSG00000085063	CD59

5972	10737	ENSG00000204922	C11orf83

5973	10740	ENSG00000161853	ENSG00000161853

5974	10741	ENSG00000138308	PLA2G12B

5975	10743	ENSG00000127074	RGS13

5976	10745	ENSG00000075239	ACAT1

5977	10746	ENSG00000211664	IGLV2-18

5978	10749	ENSG00000090920	FCGBP

5979	10750	ENSG00000147548	WHSC1L1

5980	10751	ENSG00000123358	NR4A1

5981	10752	ENSG00000130612	ENSG00000130612

5982	10753	ENSG00000100312	ACR

5983	10756	ENSG00000106554	CHCHD3

5984	10757	ENSG00000172932	ANKRD13D

5985	10758	ENSG00000084674	APOB

5986	10759	ENSG00000119689	DLST

5987	10760	ENSG00000146834	MEPCE

5988	10761	ENSG00000129991	TNNI3

5989	10762	ENSG00000182351	LOC641457

5990	10764	ENSG00000072778	ACADVL

5991	10765	ENSG00000144455	SUMF1

5992	10766	ENSG00000162722	TRIM58

5993	10767	ENSG00000158793	NIT1

5994	10768	ENSG00000138131	LOXL4

5995	10769	ENSG00000144741	SLC25A26

5996	10771	ENSG00000165584	SSX3

5997	10773	ENSG00000206314	ENSG00000206314

5998	10774	ENSG00000163531	NFASC

5999	10777	ENSG00000122691	TWIST1

6000	10779	ENSG00000124602	UNC5CL

6001	10783	ENSG00000215758	KIR3DS1

6002	10785	ENSG00000134815	DHX34

6003	10787	ENSG00000168286	THAP11

6004	10789	ENSG00000134077	THUMPD3

6005	10792	ENSG00000090316	MAEA

6006	10794	ENSG00000169258	GPRIN1

6007	10798	ENSG00000072071	LPHN1

6008	10800	ENSG00000188388	ENSG00000188388

6009	10801	ENSG00000116679	IVNS1ABP

6010	10802	ENSG00000163220	S100A9

6011	10803	ENSG00000160505	NLRP4

6012	10804	ENSG00000187094	CCK

6013	10807	ENSG00000143382	ADAMTSL4

6014	10808	ENSG00000103528	SYT17

6015	10811	ENSG00000049249	TNFRSF9

6016	10812	ENSG00000146587	RBAK

6017	10813	ENSG00000144233	AMMECR1L

6018	10815	ENSG00000004777	SNX26

6019	10816	ENSG00000057149	SERPINB4

6020	10817	ENSG00000126267	COX6B1

6021	10822	ENSG00000163072	NOSTRIN

6022	10823	ENSG00000120899	PTK2B

6023	10826	ENSG00000067596	DHX8

6024	10829	ENSG00000103351	CLUAP1

6025	10830	ENSG00000080802	CNOT4

6026	10833	ENSG00000175073	VCPIP1

6027	10836	ENSG00000138759	FRAS1

6028	10837	ENSG00000131400	NAPSA

6029	10838	ENSG00000181472	ZBTB2

6030	10839	ENSG00000203814	HIST2H2BF

6031	10841	ENSG00000172889	EGFL7

6032	10843	ENSG00000164683	HEY1

6033	10844	ENSG00000144834	TAGLN3

6034	10845	ENSG00000134709	HOOK1

6035	10846	ENSG00000180104	EXOC3

6036	10847	ENSG00000101109	STK4

6037	10850	ENSG00000176896	TCEANC

6038	10853	ENSG00000153933	DGKE

6039	10854	ENSG00000215641	ENSG00000215641

6040	10856	ENSG00000205572	SERF1B

6041	10857	ENSG00000100478	AP4S1

6042	10858	ENSG00000161914	ZNF653

6043	10859	ENSG00000141316	SPACA3

6044	10861	ENSG00000103047	TMCO7

6045	10862	ENSG00000162521	RBBP4

6046	10864	ENSG00000183049	CAMK1D

6047	10865	ENSG00000164128	NPY1R

6048	10868	ENSG00000140526	ABHD2

6049	10869	ENSG00000109193	SULT1E1

6050	10870	ENSG00000169856	ONECUT1

6051	10871	ENSG00000104371	DKK4

6052	10872	ENSG00000119574	ZBTB45

6053	10873	ENSG00000185532	PRKG1

6054	10874	ENSG00000176101	SSNA1

6055	10877	ENSG00000124702	KLHDC3

6056	10878	ENSG00000125968	ID1

6057	10880	ENSG00000120210	INSL6

6058	10881	ENSG00000183853	KIRREL

6059	10882	ENSG00000206427	ENSG00000206427

6060	10883	ENSG00000175573	C11orf68

6061	10884	ENSG00000165061	ZMAT4

6062	10886	ENSG00000066379	ZNRD1

6063	10887	ENSG00000184349	EFNA5

6064	10888	ENSG00000189043	NDUFA4

6065	10891	ENSG00000206293	ENSG00000206293

6066	10892	ENSG00000009844	VTA1

6067	10893	ENSG00000114315	HES1

6068	10901	ENSG00000125304	TM9SF2

6069	10905	ENSG00000126934	MAP2K2

6070	10907	ENSG00000115008	IL1A

6071	10911	ENSG00000078872	NFS1

6072	10912	ENSG00000147536	GINS4

6073	10915	ENSG00000104142	VPS18

6074	10917	ENSG00000176884	GRIN1

6075	10918	ENSG00000118495	PLAGL1

6076	10920	ENSG00000034053	APBA2

6077	10922	ENSG00000122642	FKBP9

6078	10924	ENSG00000159111	MRPL10

6079	10928	ENSG00000143839	REN

6080	10929	ENSG00000008952	SEC62

6081	10930	ENSG00000164167	LSM6

6082	10933	ENSG00000168874	ATOH8

6083	10934	ENSG00000142512	SIGLEC10

6084	10936	ENSG00000206291	ENSG00000206291

6085	10938	ENSG00000116985	BMP8B

6086	10939	ENSG00000150867	PIP4K2A

6087	10943	ENSG00000127022	CANX

6088	10944	ENSG00000067842	ATP2B3

6089	10948	ENSG00000095066	HOOK2

6090	10949	ENSG00000130935	NOL11

6091	10950	ENSG00000180340	FZD2

6092	10951	ENSG00000075340	ADD2

6093	10953	ENSG00000112038	OPRM1

6094	10954	ENSG00000130307	USHBP1

6095	10955	ENSG00000205170	REXO1L4P

6096	10957	ENSG00000140743	CDR2

6097	10958	ENSG00000113296	THBS4

6098	10960	ENSG00000184347	SLIT3

6099	10966	ENSG00000184571	PIWIL3

6100	10967	ENSG00000113615	SEC24A

6101	10968	ENSG00000140284	SLC27A2

6102	10970	ENSG00000168140	VASN

6103	10972	ENSG00000175264	CHST1

6104	10973	ENSG00000144021	CIAO1

6105	10977	ENSG00000091409	ITGA6

6106	10978	ENSG00000117525	F3

6107	10980	ENSG00000215702	ENSG00000215702

6108	10981	ENSG00000182253	SYNM

6109	10984	ENSG00000185774	KCNIP4

6110	10987	ENSG00000111424	VDR

6111	10988	ENSG00000120334	CENPL

6112	10989	ENSG00000128886	ELL3

6113	10992	ENSG00000103742	IGDCC4

6114	10993	ENSG00000134324	LPIN1

6115	10995	ENSG00000157087	ATP2B2

6116	10997	ENSG00000138363	ATIC

6117	10998	ENSG00000096155	ENSG00000096155

6118	11003	ENSG00000135218	CD36

6119	11005	ENSG00000159164	SV2A

6120	11007	ENSG00000164209	SLC25A46

6121	11011	ENSG00000106723	SPIN1

6122	11012	ENSG00000099899	TRMT2A

6123	11013	ENSG00000155903	RASA2

6124	11014	ENSG00000073711	PPP2R3A

6125	11015	ENSG00000115194	SLC30A3

6126	11016	ENSG00000136695	IL1F5

6127	11019	ENSG00000132530	XAF1

6128	11021	ENSG00000125970	RALY

6129	11027	ENSG00000149089	APIP

6130	11028	ENSG00000129680	MAP7D3

6131	11029	ENSG00000178445	GLDC

6132	11030	ENSG00000156574	NODAL

6133	11032	ENSG00000145675	PIK3R1

6134	11034	ENSG00000070761	C16orf80

6135	11035	ENSG00000110218	PANX1

6136	11036	ENSG00000185637	ENSG00000185637

6137	11038	ENSG00000188459	WASF4

6138	11039	ENSG00000152382	TADA1L

6139	11041	ENSG00000164362	TERT

6140	11042	ENSG00000135406	PRPH

6141	11043	ENSG00000105278	ZFR2

6142	11044	ENSG00000104888	SLC17A7

6143	11047	ENSG00000126337	KRT36

6144	11048	ENSG00000160094	ZNF362

6145	11049	ENSG00000181092	ADIPOQ

6146	11050	ENSG00000123983	ACSL3

6147	11052	ENSG00000164902	PHAX

6148	11054	ENSG00000172663	TMEM134

6149	11058	ENSG00000126821	SGPP1

6150	11059	ENSG00000198933	TBKBP1

6151	11060	ENSG00000171135	JAGN1

6152	11062	ENSG00000155636	RBM45

6153	11064	ENSG00000142002	DPP9

6154	11067	ENSG00000164244	PRRC1

6155	11070	ENSG00000163623	NKX6-1

6156	11072	ENSG00000168263	KCNV2

6157	11074	ENSG00000130818	ZNF426

6158	11075	ENSG00000163659	TIPARP

6159	11076	ENSG00000170786	SDR16C5

6160	11077	ENSG00000181610	MRPS23

6161	11081	ENSG00000092140	G2E3

6162	11082	ENSG00000206214	ENSG00000206214

6163	11084	ENSG00000142197	DOPEY2

6164	11085	ENSG00000139970	RTN1

6165	11086	ENSG00000108953	YWHAE

6166	11088	ENSG00000180228	PRKRA

6167	11092	ENSG00000123737	EXOSC9

6168	11093	ENSG00000171720	HDAC3

6169	11094	ENSG00000147099	HDAC8

6170	11098	ENSG00000157514	TSC22D3

6171	11100	ENSG00000188987	HIST1H4D

6172	11103	ENSG00000004468	CD38

6173	11104	ENSG00000067141	NEO1

6174	11108	ENSG00000160072	ATAD3B

6175	11109	ENSG00000100813	ACIN1

6176	11110	ENSG00000004142	POLDIP2

6177	11117	ENSG00000163399	ATP1A1

6178	11119	ENSG00000102401	ARMCX3

6179	11121	ENSG00000116251	RPL22

6180	11123	ENSG00000197919	IFNA1

6181	11124	ENSG00000138380	ALS2CR8

6182	11129	ENSG00000135333	EPHA7

6183	11131	ENSG00000100207	TCF20

6184	11132	ENSG00000144306	SCRN3

6185	11133	ENSG00000157005	SST

6186	11134	ENSG00000130348	QRSL1

6187	11135	ENSG00000121594	CD80

6188	11136	ENSG00000187079	TEAD1

6189	11137	ENSG00000019144	PHLDB1

6190	11138	ENSG00000141568	FOXK2

6191	11139	ENSG00000156035	ENSG00000156035

6192	11142	ENSG00000052723	RP5-1000E10.4

6193	11143	ENSG00000139687	RB1

6194	11145	ENSG00000169067	ACTBL2

6195	11146	ENSG00000167614	TTYH1

6196	11147	ENSG00000108370	RGS9

6197	11148	ENSG00000176919	C8G

6198	11149	ENSG00000189266	PNRC2

6199	11150	ENSG00000150938	CRIM1

6200	11151	ENSG00000175970	UNC119B

6201	11152	ENSG00000166343	ZMYND17

6202	11156	ENSG00000168297	PXK

6203	11157	ENSG00000177692	DNAJC28

6204	11158	ENSG00000143222	UFC1

6205	11159	ENSG00000165458	INPPL1

6206	11160	ENSG00000128694	OSGEPL1

6207	11162	ENSG00000177468	OLIG3

6208	11163	ENSG00000162891	IL20

6209	11166	ENSG00000121892	PDS5A

6210	11168	ENSG00000215218	UBE2QL1

6211	11169	ENSG00000165698	C9orf9

6212	11171	ENSG00000136021	SCYL2

6213	11173	ENSG00000166634	SERPINB12

6214	11174	ENSG00000134594	RAB33A

6215	11175	ENSG00000079313	REXO1

6216	11176	ENSG00000152056	AP1S3

6217	11178	ENSG00000101940	WDR13

6218	11179	ENSG00000141504	SAT2

6219	11181	ENSG00000196371	FUT4

6220	11186	ENSG00000149809	TM7SF2

6221	11189	ENSG00000007392	LUC7L

6222	11190	ENSG00000163964	PIGX

6223	11192	ENSG00000141959	PFKL

6224	11194	ENSG00000147027	TMEM47

6225	11195	ENSG00000113460	BXDC2

6226	11198	ENSG00000131730	CKMT2

6227	11203	ENSG00000159720	ATP6V0D1

6228	11205	ENSG00000134812	GIF

6229	11206	ENSG00000168496	FEN1

6230	11207	ENSG00000094975	C1orf9

6231	11208	ENSG00000159210	SNF8

6232	11209	ENSG00000134551	PRH2

6233	11211	ENSG00000158711	ELK4

6234	11212	ENSG00000169752	NRG4

6235	11219	ENSG00000144048	DUSP11

6236	11221	ENSG00000175294	CATSPER1

6237	11222	ENSG00000107249	GLIS3

6238	11223	ENSG00000006831	ADIPOR2

6239	11224	ENSG00000078295	ADCY2

6240	11225	ENSG00000163599	CTLA4

6241	11226	ENSG00000101347	SAMHD1

6242	11230	ENSG00000152583	SPARCL1

6243	11234	ENSG00000143256	PFDN2

6244	11237	ENSG00000119048	UBE2B

6245	11240	ENSG00000049656	CLPTM1L

6246	11241	ENSG00000115268	RPS15

6247	11242	ENSG00000186965	KRTAP19-2

6248	11247	ENSG00000123496	IL13RA2

6249	11248	ENSG00000187140	FOXD3

6250	11249	ENSG00000139146	FAM60A

6251	11250	ENSG00000135387	CAPRIN1

6252	11251	ENSG00000137101	CD72

6253	11252	ENSG00000160201	U2AF1

6254	11254	ENSG00000164949	GEM

6255	11255	ENSG00000182022	CHST15

6256	11258	ENSG00000112031	MTRF1L

6257	11259	ENSG00000168003	SLC3A2

6258	11261	ENSG00000079335	CDC14A

6259	11263	ENSG00000142494	SLC47A1

6260	11265	ENSG00000206406	ENSG00000206406

6261	11270	ENSG00000113209	PCDHB5

6262	11273	ENSG00000103187	COTL1

6263	11274	ENSG00000101132	PFDN4

6264	11275	ENSG00000198026	ZNF335

6265	11276	ENSG00000078061	ARAF

6266	11277	ENSG00000158315	RHBDL2

6267	11279	ENSG00000075790	BCAP29

6268	11280	ENSG00000152818	UTRN

6269	11281	ENSG00000015475	BID

6270	11282	ENSG00000119638	NEK9

6271	11285	ENSG00000138813	C4orf17

6272	11286	ENSG00000065559	MAP2K4

6273	11287	ENSG00000089248	ERP29

6274	11288	ENSG00000101197	BIRC7

6275	11289	ENSG00000123144	C19orf43

6276	11293	ENSG00000153914	SFRS12

6277	11295	ENSG00000169504	CLIC4

6278	11297	ENSG00000076108	BAZ2A

6279	11299	ENSG00000204304	PBX2

6280	11300	ENSG00000197070	ARRDC1

6281	11302	ENSG00000143353	LYPLAL1

6282	11303	ENSG00000127526	SLC35E1

6283	11306	ENSG00000138767	CNOT6L

6284	11309	ENSG00000108798	ABI3

6285	11310	ENSG00000100242	UNC84B

6286	11313	ENSG00000182568	SATB1

6287	11316	ENSG00000178105	DDX10

6288	11318	ENSG00000206505	ENSG00000206505

6289	11321	ENSG00000037757	MRI1

6290	11323	ENSG00000215193	PEX26

6291	11324	ENSG00000165118	C9orf64

6292	11327	ENSG00000169062	UPF3A

6293	11330	ENSG00000166387	PPFIBP2

6294	11331	ENSG00000181790	BAI1

6295	11333	ENSG00000148308	GTF3C5

6296	11334	ENSG00000214485	RPL7P

6297	11335	ENSG00000161850	KRT82

6298	11336	ENSG00000166670	MMP10

6299	11337	ENSG00000172367	PDZD3

6300	11340	ENSG00000154175	ABI3BP

6301	11347	ENSG00000173473	SMARCC1

6302	11349	ENSG00000140307	GTF2A2

6303	11351	ENSG00000102683	SGCG

6304	11352	ENSG00000068990	ENSG00000068990

6305	11353	ENSG00000196792	STRN3

6306	11356	ENSG00000138688	KIAA1109

6307	11357	ENSG00000144867	SRPRB

6308	11358	ENSG00000089006	SNX5

6309	11359	ENSG00000212802	RPL15P3

6310	11360	ENSG00000185515	BRCC3

6311	11361	ENSG00000176774	MAGEB18

6312	11363	ENSG00000157933	SKI

6313	11364	ENSG00000164508	HIST1H2AA

6314	11366	ENSG00000136488	CSH1

6315	11370	ENSG00000206407	ENSG00000206407

6316	11372	ENSG00000156469	MTERFD1

6317	11373	ENSG00000154767	XPC

6318	11374	ENSG00000008130	NADK

6319	11375	ENSG00000105186	ANKRD27

6320	11377	ENSG00000153993	SEMA3D

6321	11379	ENSG00000198612	COPS8

6322	11380	ENSG00000184185	KCNJ12

6323	11381	ENSG00000110047	EHD1

6324	11383	ENSG00000154237	LRRK1

6325	11384	ENSG00000140451	PIF1

6326	11387	ENSG00000126262	FFAR2

6327	11388	ENSG00000115170	ACVR1

6328	11390	ENSG00000175467	SART1

6329	11391	ENSG00000204420	C6orf25

6330	11392	ENSG00000166167	BTRC

6331	11393	ENSG00000137331	IER3

6332	11394	ENSG00000100983	GSS

6333	11395	ENSG00000124357	NAGK

6334	11398	ENSG00000146263	C6orf167

6335	11399	ENSG00000062524	LTK

6336	11400	ENSG00000198853	RUSC2

6337	11402	ENSG00000177426	TGIF1

6338	11403	ENSG00000162877	PM20D1

6339	11404	ENSG00000110931	CAMKK2

6340	11406	ENSG00000181827	RFX7

6341	11407	ENSG00000167751	KLK2

6342	11409	ENSG00000101266	CSNK2A1P

6343	11411	ENSG00000132589	FLOT2

6344	11415	ENSG00000103148	C16orf35

6345	11416	ENSG00000151320	AKAP6

6346	11417	ENSG00000040487	PQLC2

6347	11419	ENSG00000115540	MOBKL3

6348	11420	ENSG00000164690	SHH

6349	11421	ENSG00000054796	SPO11

6350	11422	ENSG00000164405	UQCRQ

6351	11423	ENSG00000151967	SCHIP1

6352	11428	ENSG00000135127	CCDC64

6353	11430	ENSG00000162302	RPS6KA4

6354	11431	ENSG00000064199	SPA17

6355	11432	ENSG00000166337	TAF10

6356	11436	ENSG00000187609	EXD3

6357	11437	ENSG00000198286	CARD11

6358	11438	ENSG00000003402	CFLAR

6359	11440	ENSG00000166160	OPN1MW2

6360	11443	ENSG00000182346	DAOA

6361	11446	ENSG00000163590	PPM1L

6362	11453	ENSG00000182742	HOXB4

6363	11455	ENSG00000172016	REG3A

6364	11456	ENSG00000204155	ENSG00000204155

6365	11457	ENSG00000169271	HSPB3

6366	11458	ENSG00000111602	TIMELESS

6367	11461	ENSG00000214955	MRPS6

6368	11462	ENSG00000198646	NCOA6

6369	11468	ENSG00000196159	FAT4

6370	11470	ENSG00000177853	ZNF518A

6371	11473	ENSG00000065357	DGKA

6372	11474	ENSG00000171603	CLSTN1

6373	11476	ENSG00000105865	DUS4L

6374	11477	ENSG00000079246	XRCC5

6375	11479	ENSG00000132259	CNGA4

6376	11481	ENSG00000205944	DAZ2

6377	11486	ENSG00000177879	AP3S1

6378	11487	ENSG00000005483	MLL5

6379	11488	ENSG00000123685	BATF3

6380	11489	ENSG00000116748	AMPD1

6381	11490	ENSG00000179674	ARL14

6382	11492	ENSG00000169194	IL13

6383	11494	ENSG00000052802	SC4MOL

6384	11496	ENSG00000129691	ASH2L

6385	11498	ENSG00000050165	DKK3

6386	11499	ENSG00000175203	DCTN2

6387	11500	ENSG00000159399	HK2

6388	11503	ENSG00000211641	IGLV11-55

6389	11508	ENSG00000204968	PCDHA3

6390	11511	ENSG00000152778	IFIT5

6391	11512	ENSG00000197969	VPS13A

6392	11513	ENSG00000182575	NXPH3

6393	11515	ENSG00000138443	ABI2

6394	11517	ENSG00000206486	ENSG00000206486

6395	11519	ENSG00000124151	NCOA3

6396	11521	ENSG00000127329	PTPRB

6397	11522	ENSG00000095637	SORBS1

6398	11524	ENSG00000109103	UNC119

6399	11527	ENSG00000105701	FKBP8

6400	11528	ENSG00000048052	HDAC9

6401	11529	ENSG00000163602	RYBP

6402	11532	ENSG00000157216	SSBP3

6403	11533	ENSG00000142871	CYR61

6404	11534	ENSG00000196155	PLEKHG4

6405	11536	ENSG00000006468	ETV1

6406	11537	ENSG00000102174	PHEX

6407	11539	ENSG00000175130	MARCKSL1

6408	11541	ENSG00000142539	SPIB

6409	11543	ENSG00000185068	GTF2H5

